OBJECTID,Record_ID,Year_Obs,Source,Mangement,LOCDETAILS,GENERALCOMS,x,y
2630,2181,2002,"USFS, El Dorado",0,0,0,-38359.992299999998068,49752.759100000002945
2631,2183,2002,"USFS, El Dorado",0,0,0,-27950.518700000000536,50415.754000000000815
2632,2184,2002,"USFS, El Dorado",0,0,0,-27950.518700000000536,50415.754000000000815
2633,2185,2002,"USFS, El Dorado",0,0,0,-31505.584100000000035,50110.623299999999290
2634,2187,2002,"USFS, El Dorado",0,0,0,-31505.584100000000035,50110.623299999999290
2635,2189,2002,"USFS, El Dorado",0,0,0,-38045.587699999996403,49892.481399999996938
2636,2191,2002,"USFS, El Dorado",0,0,0,-38045.587699999996403,49892.481399999996938
2637,2193,2002,"USFS, El Dorado",0,0,0,-38045.587699999996403,49892.481399999996938
2638,2194,2002,"USFS, El Dorado",0,0,0,-39014.801099999996950,19870.359499999998661
2639,2195,2002,"USFS, El Dorado",0,0,0,-33466.359499999998661,49713.703600000000733
2640,2196,2002,"USFS, El Dorado",0,0,0,-33466.359499999998661,49713.703600000000733
2641,2197,2002,"USFS, El Dorado",0,0,0,-33466.359499999998661,49713.703600000000733
2642,2199,2002,"USFS, El Dorado",0,0,0,-30900.656100000000151,49670.361700000001292
2643,2200,2002,"USFS, El Dorado",0,0,0,-30900.656100000000151,49670.361700000001292
2644,2201,2005,"USFS, El Dorado",0,0,0,-33542.621800000000803,52610.884100000002945
2645,1920,2002,"USFS, El Dorado",0,0,0,-31484.481599999999162,50159.453999999997905
2646,1921,2002,"USFS, El Dorado",0,0,0,-33445.285000000003492,49752.525000000001455
2647,1922,2002,"USFS, El Dorado",0,0,0,-32585.845300000000861,49774.658100000000559
2648,1923,2002,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2649,1924,2002,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2650,1925,2002,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2651,1926,2002,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2652,1927,2002,"USFS, El Dorado",0,0,0,-37911.105499999997846,50519.928699999996752
2653,1928,2002,"USFS, El Dorado",0,0,0,-37148.125399999997171,50811.042000000001281
2654,1929,2002,"USFS, El Dorado",0,0,0,-28060.346600000000763,50409.456599999997707
2655,1930,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2656,1931,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2657,1932,2003,"USFS, El Dorado",0,0,0,-31484.481599999999162,50159.453999999997905
2658,1933,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2659,1934,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2660,1936,2003,"USFS, El Dorado",0,0,0,-32585.845300000000861,49774.658100000000559
2661,1938,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2662,1939,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2663,1940,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2664,1941,2003,"USFS, El Dorado",0,0,0,-32585.845300000000861,49774.658100000000559
2665,1942,2003,"USFS, El Dorado",0,0,0,-31484.481599999999162,50159.453999999997905
2666,1944,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2667,1945,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2668,1946,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2669,1947,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2670,1948,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2671,1949,2003,"USFS, El Dorado",0,0,0,-37911.105499999997846,50519.928699999996752
2672,1950,2003,"USFS, El Dorado",0,0,0,-38607.104599999998754,49840.616499999996449
2673,1951,2003,"USFS, El Dorado",0,0,0,-32585.845300000000861,49774.658100000000559
2674,1953,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2675,1954,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2676,1955,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2677,1956,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2678,1957,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2679,1958,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2680,1959,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2681,1960,2003,"USFS, El Dorado",0,0,0,-32585.845300000000861,49774.658100000000559
2682,1961,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2683,1962,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2684,1964,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2685,1965,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2686,1966,2003,"USFS, El Dorado",0,0,0,-31484.481599999999162,50159.453999999997905
2687,1967,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2688,1968,2003,"USFS, El Dorado",0,0,0,-38020.267500000001746,49902.369400000003225
2689,1969,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2690,1970,2003,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2691,1972,2003,"USFS, El Dorado",0,0,0,-33445.325499999999010,49742.520600000003469
2692,2065,2005,"USFS, El Dorado",0,0,0,-38343.226699999999255,49797.146200000002864
2693,2092,2004,"USFS, El Dorado",0,0,0,-53729.318899999998393,86698.822199999995064
2694,2093,2004,"USFS, El Dorado",0,0,0,-53664.695200000001932,86629.484500000005937
2695,2094,2004,"USFS, El Dorado",0,0,0,-53529.154000000002270,86524.115999999994528
2696,2095,2004,"USFS, El Dorado",0,0,0,-53523.947999999996682,86524.082099999999627
2697,2096,2004,"USFS, El Dorado",0,0,0,-53527.418599999997241,86524.104699999996228
2698,2097,2004,"USFS, El Dorado",0,0,0,-53583.751499999998487,86534.475399999995716
2699,2098,2004,"USFS, El Dorado",0,0,0,-53548.032700000003388,86556.473700000002282
2700,2099,2004,"USFS, El Dorado",0,0,0,-39608.945099999997183,84152.206500000000233
2701,2100,2004,"USFS, El Dorado",0,0,0,-39606.346700000001874,84151.082500000004075
2702,2101,2004,"USFS, El Dorado",0,0,0,-39608.200299999996787,84126.637499999997090
2703,2102,2004,"USFS, El Dorado",0,0,0,-39424.479299999999057,84067.955000000001746
2704,2104,2004,"USFS, El Dorado",0,0,FEMALE,-41527.177000000003318,83272.427999999999884
2705,2105,2004,"USFS, El Dorado",0,0,FEMALE,-41502.100200000000768,83253.405299999998533
2706,2106,2004,"USFS, El Dorado",0,0,FEMALE,-40796.983599999999569,83134.278600000005099
2707,2107,2004,"USFS, El Dorado",0,0,0,-53729.318899999998393,86698.822199999995064
2708,2108,2004,"USFS, El Dorado",0,0,0,-53719.803899999998976,86694.313899999993737
2709,2109,2004,"USFS, El Dorado",0,0,0,-53664.695200000001932,86629.484500000005937
2710,2110,2004,"USFS, El Dorado",0,0,0,-53527.418599999997241,86524.104699999996228
2711,2111,2004,"USFS, El Dorado",0,0,0,-53548.032700000003388,86556.473700000002282
2712,2112,2004,"USFS, El Dorado",0,0,0,-51719.305899999999383,86221.313099999999395
2713,2113,2004,"USFS, El Dorado",0,0,0,-51721.468699999997625,86291.354000000006636
2714,2114,2004,"USFS, El Dorado",0,0,0,-51707.550699999999779,86296.824299999992945
2715,2115,2004,"USFS, El Dorado",0,0,0,-51707.550699999999779,86296.824299999992945
2716,2116,2004,"USFS, El Dorado",0,0,0,-51492.540600000000268,86128.743799999996554
2717,2117,2004,"USFS, El Dorado",0,0,0,-51456.943899999998393,86131.855700000000070
2718,2118,2004,"USFS, El Dorado",0,0,0,-51022.229599999998754,86408.145799999998417
2719,2119,2004,"USFS, El Dorado",0,0,0,-51021.382599999997183,86404.805900000006659
2720,2120,2004,"USFS, El Dorado",0,0,0,-51018.469299999997020,86454.807300000000396
2721,2121,2004,"USFS, El Dorado",0,0,0,-51018.241900000000896,86491.486900000003516
2722,2122,2004,"USFS, El Dorado",0,0,0,-51001.328999999997905,86560.297699999995530
2723,2123,2004,"USFS, El Dorado",0,0,0,-50991.419500000003609,86619.148100000005797
2724,2124,2004,"USFS, El Dorado",0,0,0,-50988.940600000001723,86599.125000000000000
2725,2125,2004,"USFS, El Dorado",0,0,0,-50988.919900000000780,86602.459499999997206
2726,2126,2004,"USFS, El Dorado",0,0,0,-51091.587699999996403,85998.416100000002189
2727,2127,2004,"USFS, El Dorado",0,0,0,-51113.789199999999255,86056.354399999996531
2728,2128,2004,"USFS, El Dorado",0,0,0,-51113.789199999999255,86056.354399999996531
2729,2129,2004,"USFS, El Dorado",0,0,throughout site,-51721.468699999997625,86291.354000000006636
2730,2130,2004,"USFS, El Dorado",0,0,d/s end of subsite,-50625.222699999998440,85637.615099999995437
2731,2131,2004,"USFS, El Dorado",0,0,0,-51020.333899999997811,85594.482499999998254
2732,2132,2004,"USFS, El Dorado",0,0,0,-50625.222699999998440,85637.615099999995437
2733,2133,2004,"USFS, El Dorado",0,0,0,-50628.556900000003225,85659.866599999993923
2734,2134,2004,"USFS, El Dorado",0,0,0,-50365.974800000003597,85601.566000000006170
2735,2135,2004,"USFS, El Dorado",0,0,0,-50365.974800000003597,85601.566000000006170
2736,2136,2004,"USFS, El Dorado",0,0,0,-49695.930399999997462,85619.722099999999045
2737,2137,2004,"USFS, El Dorado",0,0,0,-49662.915399999998044,85626.191999999995460
2738,2138,2004,"USFS, El Dorado",0,0,0,-48310.031600000002072,84740.015199999994365
2739,2139,2004,"USFS, El Dorado",0,0,0,-48406.088300000003073,84787.264800000004470
2740,2140,2004,"USFS, El Dorado",0,0,0,-48582.951500000002852,84818.319000000003143
2741,2141,2004,"USFS, El Dorado",0,0,0,-48450.100800000000163,85124.322400000004563
2742,2142,2004,"USFS, El Dorado",0,0,0,-48326.636299999998300,85311.447499999994761
2743,2143,2004,"USFS, El Dorado",0,0,0,-41481.601600000001781,84048.056599999996251
2744,2144,2004,"USFS, El Dorado",0,0,0,-41481.601600000001781,84048.056599999996251
2745,2145,2004,"USFS, El Dorado",0,0,0,-41378.789900000003399,84126.458499999993364
2746,2146,2004,"USFS, El Dorado",0,0,0,-41415.320599999999104,84111.080700000005891
2747,2147,2004,"USFS, El Dorado",0,0,FEMALE,-41394.440300000002026,84120.979500000001281
2748,2217,2005,"USFS, El Dorado",0,0,"SITE 30, MOKELUMNE R",-38343.226699999999255,49797.146200000002864
2749,2218,2005,"USFS, El Dorado",0,0,SITE 16 MOKELUMNE R,-38020.267500000001746,49902.369400000003225
2750,15308,1990,Jenning & Hayes,0,"Along Pope Creek, ca 3 mi NW of Lake Berryessa",0,-205691.071499999990920,72452.567299999995157
2751,15329,1990,Jenning & Hayes,0,St Helena Creek on Napa-Lake County line,0,-225066.262400000006892,76018.052200000005541
2752,16782,1990,Jenning & Hayes,0,"Spring in cave at Pinnacles, 7 mi SW of Cook PO",0,-102262.641199999998207,-164553.570399999996880
2753,16126,1990,Jenning & Hayes,0,"9 mi N of Pinnacles Post Office, San Benito River",0,-109184.186100000006263,-154550.655900000012480
2754,16825,1990,Jenning & Hayes,0,1 mi SE of the summit of San Benito Mountain,0,-56574.384799999999814,-184217.924700000003213
2755,16773,1990,Jenning & Hayes,0,"Horsethief Canyon, 3.5 mi SSE of Hernandez",0,-68533.814599999997881,-187508.261499999993248
2756,16789,1990,Jenning & Hayes,0,"San Benito River, 10 mi SSE of Paicines",0,-109979.192699999999604,-153039.842200000013690
2757,16792,1990,Jenning & Hayes,0,"San Benito River, 2 mi ESE of Hernandez",0,-67507.556400000001304,-185749.498200000001816
2758,16344,1990,Jenning & Hayes,0,Caves in Pinnacles National Monument,0,-105319.923200000004726,-171737.133600000001024
2759,16813,1990,Jenning & Hayes,0,1 mi S of the summit of Santa Rita Peak,0,-53597.557000000000698,-187003.243799999996554
2760,16152,1990,Jenning & Hayes,0,15 mi SW of New Idria in Clear Creek,0,-69149.411600000006729,-184266.027999999991152
2761,16833,1990,Jenning & Hayes,0,2 mi SE of Panoche,0,-71397.979500000001281,-159142.582699999999022
2762,16001,1990,Jenning & Hayes,0,5 mi N of Lodi [in Mokelumne River drainage],0,-116280.798999999999069,20388.183199999999488
2763,16858,1990,Jenning & Hayes,0,"Corral Hollow, 7 mi SSW of Tracy",0,-130725.168099999995320,-39251.645600000003469
2764,16857,1990,Jenning & Hayes,0,"Corral Hollow Creek, 5.3 mi E of Alameda Co line",0,-130935.905499999993481,-39541.858899999999267
2765,16859,1990,Jenning & Hayes,0,"Corral Hollow, 8 mi SW of Tracy",0,-131456.457800000003772,-41263.639199999997800
2766,16855,1990,Jenning & Hayes,0,"Corral Hollow Creek, 4.0 mi E of Alameda Co line",0,-131271.795000000012806,-40841.836600000002363
2767,17286,1990,Jenning & Hayes,0,"Hwy 1, 6.9 mi S Monterey-SLO Co line [DOR]",0,-117970.723299999997835,-255144.343200000002980
2768,17183,1990,Jenning & Hayes,0,Arroyo Grande Creek,0,-49902.868699999999080,-320383.074299999978393
2769,17222,1990,Jenning & Hayes,0,Santa Margarita,0,-54942.194900000002235,-291858.872299999988172
2770,17194,1990,Jenning & Hayes,0,2 mi E of Paso Robles,0,-65410.739699999998265,-265684.830200000025798
2771,17191,1990,Jenning & Hayes,0,Just north of San Luis Obispo,0,-59908.617299999998068,-301119.529199999989942
2772,17214,1990,Jenning & Hayes,0,"Santa Rosa Creek, 0.75 mi SE of Cambria",0,-98941.080700000005891,-272467.669200000003912
2773,16259,1990,Jenning & Hayes,0,S Fk Dry Creek at Hale Rd,0,-60636.374400000000605,50838.880599999996775
2774,16267,1990,Jenning & Hayes,0,"Sutter Creek, between Sutter Creek and Volcano",0,-61955.382299999997485,46125.294399999998859
2775,16446,1990,Jenning & Hayes,0,"Little N Fk Feather River, 2 mi up from M Fk jct",0,-111108.569300000002841,190081.666900000011083
2776,15747,1990,Jenning & Hayes,0,"Butte Creek, 3.2 mi N from Understock, Humbug Rd",0,-140578.999699999985751,203770.400900000007823
2777,16419,1990,Jenning & Hayes,0,"Big Chico Creek, 8 mi NE of Chico",0,-146392.554700000007870,204859.988299999997253
2778,16416,1990,Jenning & Hayes,0,Bidwell Bar Park,0,-151963.029199999989942,196288.414799999998650
2779,15759,1990,Jenning & Hayes,0,"End of Helltown Rd, 2 mi NE of Centerville",0,-138356.182299999985844,199763.094400000001770
2780,16448,1990,Jenning & Hayes,0,Richardson Springs,0,-151830.202900000003865,203931.039699999993900
2781,15828,1990,Jenning & Hayes,0,Hupp Contelene Rd at Little Butte Creek,0,-136303.482300000003306,198953.859900000010384
2782,16455,1990,Jenning & Hayes,0,3.1 mi NE of Bangor,0,-116989.592199999999139,156562.502500000002328
2783,16432,1990,Jenning & Hayes,0,"Chambers Ravine, 4 mi N of Oroville",0,-133377.065399999992223,173333.273400000005495
2784,16447,1990,Jenning & Hayes,0,Magalia,0,-135450.135500000003958,200432.980500000005122
2785,15760,1990,Jenning & Hayes,0,20 mi from Chico off Cohasset Rd in pool,0,-148357.911699999996927,211753.712599999998929
2786,15772,1990,Jenning & Hayes,0,Forbestown,0,-108638.440199999997276,167380.192700000014156
2787,16457,1990,Jenning & Hayes,0,"Angel's Creek, 1.2 mi WSW of Murphys",0,-41765.504500000002736,12796.866799999999785
2788,16462,1990,Jenning & Hayes,0,"Moran Creek, 1.5 mi E and 3 mi N of Avery",0,-29750.491099999999278,24579.832800000000134
2789,16464,1990,Jenning & Hayes,0,Hwy 4 at S boundary of Calaveras Big Trees St Park,0,-27371.074199999999109,28232.298599999998260
2790,16588,1990,Jenning & Hayes,0,Minkler,0,48474.483099999997648,-143713.564400000002934
2791,16596,1990,Jenning & Hayes,0,2 mi N of Mercey Hot Springs,0,-76677.649300000004587,-142591.206100000010338
2792,16200,1990,Jenning & Hayes,0,"Watts Creek at 1st bridge on Watts Valley Road, [L",0,59273.161399999997229,-119904.011400000003050
2793,16276,1990,Jenning & Hayes,0,"Big Crk, trib to S Fk Kings River near Bretz Mill",0,67504.292499999995925,-108786.457699999999022
2794,16116,1990,Jenning & Hayes,0,"Los Gatos Creek, 10 mi N of Coalinga",0,-40977.353300000002491,-200308.453299999993760
2795,16228,1990,Jenning & Hayes,0,Wartham Cr/nr Hwy 198-Coalinga Mineral Sprs Rd jct,0,-46666.380199999999604,-213703.435399999987567
2796,16203,1990,Jenning & Hayes,0,"[Trimmer Springs Road bridge over Big Creek], [Loc",0,67285.508199999996577,-122675.006500000003143
2797,16582,1990,Jenning & Hayes,0,"Los Gatos Creek, 8 mi NW of Coalinga",0,-39022.444700000000012,-201853.336299999995390
2798,16552,1990,Jenning & Hayes,0,3.0 mi NW of Cool,0,-90098.168900000004214,101364.889699999999721
2799,16615,1990,Jenning & Hayes,0,"Clear Creek, Hobo Hot Springs",0,133043.943999999988591,-270560.505100000009406
2800,15854,1990,Jenning & Hayes,0,3.8 mi NW of Tehachapi,0,139710.604300000006333,-313668.340599999995902
2801,15896,1990,Jenning & Hayes,0,Kern River at [Old] Kernville,0,142644.543000000005122,-250058.201100000005681
2802,15917,1990,Jenning & Hayes,0,"Licking Creek, tributary to S Fk Mokelumne River",0,-35298.311999999998079,36037.144999999996799
2803,16625,1990,Jenning & Hayes,0,Kern River near Bodfish,0,136017.039199999999255,-267829.884599999990314
2804,16600,1990,Jenning & Hayes,0,"Caliente Creek, 6 mi ESE of Caliente",0,133717.494299999991199,-299535.772899999981746
2805,16657,1990,Jenning & Hayes,0,"S Fk Kern River, 2 mi E of Onyx",0,163128.899299999990035,-255346.857500000012806
2806,16665,1990,Jenning & Hayes,0,4.5 mi W of Paris-Loraine,0,134979.840100000001257,-299322.815899999986868
2807,16674,1990,Jenning & Hayes,0,"Coarsegold Creek, Coarsegold",0,26276.631799999999203,-84570.063500000003842
2808,16677,1990,Jenning & Hayes,0,"Willow Creek, O'Neals",0,27071.163100000001577,-99170.559800000002724
2809,16210,1990,Jenning & Hayes,0,Little Fine Gold Creek at bridge on Rd 200 to N Fk,0,34205.971199999999953,-91626.884799999999814
2810,16675,1990,Jenning & Hayes,0,O'Neals,0,27168.976200000000972,-98962.379100000005565
2811,15895,1990,Jenning & Hayes,0,"Near Placerville, Squaw Hollow Creek",0,-67313.433099999994738,72839.560500000006869
2812,15920,1990,Jenning & Hayes,0,"Vicinity of Coloma, S Fk American River",0,-83762.038300000000163,89111.832999999998719
2813,16014,1990,Jenning & Hayes,0,Windmiller Ravine at Ice House Rd,0,-34276.852400000003399,86748.155899999997928
2814,16559,1990,Jenning & Hayes,0,7 mi W and 1 mi S of Placerville,0,-80322.520699999993667,77814.938999999998487
2815,15894,1990,Jenning & Hayes,0,"Martinez Creek, 4 mi S of El Dorado",0,-70951.726099999999860,68299.159400000004098
2816,16551,1990,Jenning & Hayes,0,2 mi S of El Dorado,0,-74059.760999999998603,71019.931100000001607
2817,16558,1990,Jenning & Hayes,0,4 mi NW of Coloma,0,-80399.328699999998207,92786.445500000001630
2818,16547,1990,Jenning & Hayes,0,"Webber Creek, 2.2 mi WSW of Placerville",0,-72114.431700000001001,77933.496299999998882
2819,16719,1990,Jenning & Hayes,0,1 mi W of Coulterville,0,-18788.054700000000594,-34092.671499999996740
2820,16721,1990,Jenning & Hayes,0,3 mi NE of Coulterville,0,-13658.317900000000009,-31036.665600000000268
2821,15897,1990,Jenning & Hayes,0,"Bower Cave, 6.5 mi S of Buck Meadows",0,-2834.145399999999881,-30202.497899999998481
2822,16199,1990,Jenning & Hayes,0,"Corbet Creek at Hornitos Road bridge, [Location is",0,-12516.745199999999386,-58612.016300000002957
2823,16710,1990,Jenning & Hayes,0,"Smith Creek, 6 mi NE of Coulterville",0,-10733.063700000000608,-28360.711500000001251
2824,15888,1990,Jenning & Hayes,0,At bridge below Coulterville,0,-17159.076300000000629,-34394.106099999997241
2825,16685,1990,Jenning & Hayes,0,"Bower Cave [T2S, R18E]",0,-3037.407999999999902,-30171.299699999999575
2826,15886,1990,Jenning & Hayes,0,14 mi S of Mariposa,0,3016.032999999999902,-81967.232199999998556
2827,16709,1990,Jenning & Hayes,0,"Sherlock Cr-Oak Wdld Trans, 3.0 air mi NE Bear Val",0,-7334.235700000000179,-46137.657800000000861
2828,15664,1990,Jenning & Hayes,0,"S Fk Yuba River, 4 mi E of Washington",0,-62095.680000000000291,148966.442600000009406
2829,15687,1990,Jenning & Hayes,0,"Washington Creek, 0-1 mi above Washington",0,-68414.151800000006915,148204.568599999998696
2830,15846,1990,Jenning & Hayes,0,"S Fk of Poorman Creek, 10 mi N of Washington",0,-61888.734400000001187,156832.869299999991199
2831,15965,1990,Jenning & Hayes,0,"Nevada City, Olympic Park; crk on rd to Champion M",0,-87685.004300000000512,138503.100299999990966
2832,15661,1990,Jenning & Hayes,0,"S Fk Yuba River, 3 mi above the Canyon Cr entrance",0,-60738.223400000002584,148662.842299999989336
2833,15988,1990,Jenning & Hayes,0,M Fk of the Yuba River below Graniteville,0,-63867.821199999998498,160295.298100000014529
2834,15982,1990,Jenning & Hayes,0,"4 mi. E of Washington, S Fk of the Yuba River",0,-63473.031399999999849,148913.690299999987474
2835,16264,1990,Jenning & Hayes,0,Devil's Cyn Creek at Spring Garden-Yankee Jim Rd,0,-77152.889500000004773,113804.179399999993620
2836,16266,1990,Jenning & Hayes,0,"Bear River at dirt rd, 1 mi W Dutch Flat",0,-73571.276400000002468,132485.730999999999767
2837,16265,1990,Jenning & Hayes,0,"Shirttail Crk, 0-0.5 mi N Yankee Jim-Iowa Hill Rd",0,-76312.882299999997485,114757.748300000006566
2838,16328,1990,Jenning & Hayes,0,"N Fk, M Fk jct, American River",0,-89699.936300000001211,100234.533599999995204
2839,16263,1990,Jenning & Hayes,0,"Slaughter Crk at Iowa Hill-Colfax Rd, E of Colfax",0,-79953.547600000005332,120515.419699999998556
2840,16261,1990,Jenning & Hayes,0,Brimstone Creek at Baker's Ranch-Big Reservoir Rd,0,-66062.199200000002747,120005.949399999997695
2841,16262,1990,Jenning & Hayes,0,"Forbes Campground, 6 mi N of Baker's Ranch",0,-67731.881299999993644,124176.369500000000698
2842,15972,1990,Jenning & Hayes,0,Onion Valley Creek near M Fk of the Feather River,0,-82142.594100000002072,198017.029799999989336
2843,15940,1990,Jenning & Hayes,0,Quincy,0,-80537.251399999993737,213634.178199999994831
2844,15674,1990,Jenning & Hayes,0,"Cooks Creek on Schlagle Ranch, Indian Valley",0,-69724.325700000001234,237147.847199999989243
2845,15893,1990,Jenning & Hayes,0,9 mi NNW of Beckwourth,0,-43351.156600000002072,208177.171399999991991
2846,15901,1990,Jenning & Hayes,0,8 mi SW of Quincy in Meadow Valley,0,-90470.163899999999558,212771.369500000000698
2847,15902,1990,Jenning & Hayes,0,5 mi SW of Quincy in Rock Creek,0,-88010.480100000000675,210150.083799999993062
2848,16739,1990,Jenning & Hayes,0,1.5 mi ESE of McKessick Peak,0,-19849.252100000001519,228240.407999999995809
2849,15973,1990,Jenning & Hayes,0,"La Porte Camp, La Porte B.S.A.",0,-84133.003599999996368,185260.671700000006240
2850,16332,1990,Jenning & Hayes,0,"Last Chance Creek, about 6 mi S of Milford",0,-28170.171399999999267,230180.169200000003912
2851,15851,1990,Jenning & Hayes,0,1 mi E of Blairsden,0,-50240.905599999998230,195952.467100000008941
2852,15994,1990,Jenning & Hayes,0,15.3 mi E of Redding in Low Pass Creek,0,-177369.410800000012387,317509.301399999996647
2853,16962,1990,Jenning & Hayes,0,4 mi WSW of Bella Vista,0,-188681.702199999999721,293687.031100000021979
2854,16954,1990,Jenning & Hayes,0,0.3 mi S and 0.3 mi W of Madrone Guard Station,0,-176355.601699999999255,324640.624499999976251
2855,15724,1990,Jenning & Hayes,0,5 mi SW of Whitmore,0,-168873.355799999990268,287683.660099999979138
2856,16952,1990,Jenning & Hayes,0,Squaw Creek,0,-219477.438699999998789,268212.869599999976344
2857,15977,1990,Jenning & Hayes,0,Sweet Briar Camp,0,-194955.179600000003120,346875.559100000013132
2858,15666,1990,Jenning & Hayes,0,Darrah Springs Fish Hatchery,0,-169078.655300000013085,269982.652000000001863
2859,16947,1990,Jenning & Hayes,0,"Pit River at Deep Creek, Deep Creek Campground",0,-154618.215999999985797,328929.713999999978114
2860,16955,1990,Jenning & Hayes,0,1 mi NE of Ingot,0,-174662.568300000013551,304522.366800000017975
2861,15905,1990,Jenning & Hayes,0,Nosoni Creek where it crosses Gilman Rd,0,-186305.710499999986496,323538.560400000016671
2862,15669,1990,Jenning & Hayes,0,"McNair Mdw, 7 mi S of Blairsden",0,-42414.574000000000524,184686.998099999997066
2863,15733,1990,Jenning & Hayes,0,"Ramshorn Creek, Hwy 49, 6 mi W of Downieville",0,-78025.058399999994435,171337.682499999995343
2864,15904,1990,Jenning & Hayes,0,"Salmon River, 4.5 mi NW of Forks of the Salmon",0,-282476.831000000005588,370410.331699999980628
2865,15906,1990,Jenning & Hayes,0,"Dillon Crk, Hwy 96 between Willow Crk & Happy Camp",0,-302935.991399999998976,403935.381899999978486
2866,16990,1990,Jenning & Hayes,0,"1 mi SE of Hilts, off I-5 (T48N, R6W, Sec. 25)",0,-217215.606900000013411,443726.392400000011548
2867,16978,1990,Jenning & Hayes,0,Jct Forest Hwy 93 & O'Farrell Gulch,0,-272965.760100000014063,361778.636300000012852
2868,16975,1990,Jenning & Hayes,0,"Grider Rd, 2.9 mi E of Grider Creek",0,-265664.177800000004936,427777.477799999993294
2869,15852,1990,Jenning & Hayes,0,Hogan Lake,0,-250450.883800000010524,373784.001999999978580
2870,15858,1990,Jenning & Hayes,0,Elliot Creek,0,-294668.657300000020768,403948.245600000023842
2871,16982,1990,Jenning & Hayes,0,"Little Shasta River, 10 mi E of Montague",0,-195849.721300000004703,414916.099400000006426
2872,16980,1990,Jenning & Hayes,0,"Little Bogus Creek, 4 mi NE of Ager",0,-198386.946399999986170,432500.512500000011642
2873,16989,1990,Jenning & Hayes,0,I-5 at Hilt,0,-216778.708699999988312,444600.443399999989197
2874,16988,1990,Jenning & Hayes,0,"Seiad Creek Rd, 5.7 (rd) mi N of Seiad Valley",0,-258918.972199999989243,433338.581599999975879
2875,15898,1990,Jenning & Hayes,0,Sacramento River below Red Bluff,0,-189765.062600000004750,242142.095100000005914
2876,17038,1990,Jenning & Hayes,0,2 mi SE of Beegum,0,-239513.727600000012899,260943.765600000013364
2877,17045,1990,Jenning & Hayes,0,8 mi NE of Red Bluff,0,-185919.470200000010664,254403.354699999996228
2878,17021,1990,Jenning & Hayes,0,"Elliott's, 5 mi W of Paines Creek Post Office",0,-170704.594099999987520,259098.915399999998044
2879,17007,1990,Jenning & Hayes,0,"Dye Creek, 6.0 mi E and 3.5 mi N of Gerber",0,-173613.294499999989057,233883.591899999999441
2880,17029,1990,Jenning & Hayes,0,"Mill Creek, 2 mi NE of Tehama",0,-178589.853999999992084,227382.229900000005728
2881,16329,1990,Jenning & Hayes,0,Payne's Creek,0,-170300.735500000009779,256655.370300000009593
2882,15659,1990,Jenning & Hayes,0,"Toomes Camp Rd, N Paskenta",0,-223577.708099999988917,211980.328500000003260
2883,17025,1990,Jenning & Hayes,0,"Lyman, 4 mi NW of Lyonsville",0,-153158.218400000012480,258946.064899999997579
2884,17047,1990,Jenning & Hayes,0,Camp Wishon,0,120119.899600000004284,-202233.411499999987427
